customer_id,first_name,last_name,date_of_birth,national_id,email,phone_number,address_line1,city,region,postal_code,plan_id,activation_date,account_status,customer_segment,credit_score
CUST0000135,Brent,Reyes,1942-08-19,OSS-16-6299,tjensen@example.com,8179217174773,94562 Mccormick Islands,Freemanland,SOUTH,62804,PLN005,2026-03-04,ACTIVE,CONSUMER,423
CUST0000136,Megan,Campbell,1948-05-02,zTY-59-9281,nguyendebra@example.com,6963938276153,9583 Elaine Club Suite 199,Nguyenville,NORTH,58856,PLN005,2024-01-19,ACTIVE,ENTERPRISE,738
CUST0000137,Chad,Rodriguez,1952-08-21,niL-96-5701,shermandonna@example.com,6997335494651,862 Brown Plaza,North Jacquelinestad,EAST,14879,PLN006,2026-06-08,ACTIVE,ENTERPRISE,649
CUST0000138,Joe,Park,1999-03-23,InQ-65-6666,thomaslopez@example.com,6242201027621,679 Hanson Motorway,Arnoldmouth,WEST,50926,PLN001,2025-12-25,ACTIVE,CONSUMER,743
CUST0000139,Cassandra,Lane,1964-10-26,xcc-38-4689,hbush@example.net,1284781891371,058 Taylor Passage Suite 956,Susanport,WEST,38408,PLN003,2022-08-02,CHURNED,CONSUMER,745
CUST0000140,Carla,Torres,1952-01-19,KdQ-94-0792,lisa90@example.com,1281442944401,275 Jose Squares,South Henry,EAST,69626,PLN002,2025-02-17,SUSPENDED,ENTERPRISE,795
CUST0000141,Christopher,Thomas,1999-04-11,UOk-27-6637,beckywilkinson@example.org,1027674783667,86047 Gregory Pines Apt. 185,Bishopview,WEST,44405,PLN004,2023-05-16,CHURNED,ENTERPRISE,574
CUST0000142,Jonathan,Silva,1959-01-16,RSl-73-9385,amy01@example.org,1817534430091,391 Christopher Rapids,South Diana,SOUTH,85423,PLN003,2025-09-01,ACTIVE,CONSUMER,761
CUST0000143,Paula,Dominguez,1979-02-25,XBS-44-7174,jonathan14@example.org,6504427173962,28639 Rita Stravenue Suite 101,New Jessicamouth,WEST,02960,PLN002,2026-06-29,SUSPENDED,ENTERPRISE,688
CUST0000144,Danielle,Fitzpatrick,2001-08-15,aGT-64-2569,zmendoza@example.net,8306719855460,8517 Holland Fall,South Donnaport,NORTH,91711,PLN003,2022-05-26,ACTIVE,CONSUMER,486
CUST0000145,Haley,Tucker,1967-03-10,ULp-73-2030,yprice@example.net,7870050506138,829 Sandy Camp Apt. 707,East Jacquelineberg,SOUTH,02383,PLN004,2022-03-10,ACTIVE,CONSUMER,648
CUST0000146,Kyle,Leon,1952-05-16,hFM-79-2911,bryanharris@example.com,5198253092511,62582 Sanchez Prairie Apt. 219,Stricklandtown,EAST,64328,PLN003,2021-11-27,SUSPENDED,CONSUMER,829
CUST0000147,Sara,Mann,1946-02-23,jOr-94-6723,ljenkins@example.net,9279145608331,588 Steven Road,West Brian,NORTH,15270,PLN002,2021-09-10,ACTIVE,SME,800
CUST0000148,Tanya,Wells,1994-10-30,nBq-22-0054,christina70@example.org,8220781137995,53153 Joel Loop Apt. 631,Richardston,SOUTH,57630,PLN005,2025-01-30,CHURNED,SME,802
CUST0000149,Spencer,Hughes,1950-07-07,vic-27-3543,ramirezdaniel@example.com,6253492929831,739 Hood Harbors Apt. 633,Ryanbury,NORTH,78065,PLN004,2026-04-18,ACTIVE,CONSUMER,526
CUST0000150,Rachel,Butler,2005-01-02,HzE-00-7806,chavezjohn@example.net,6325431074279,7262 Sims Squares,Port Courtneyfurt,SOUTH,91039,PLN004,2026-03-23,ACTIVE,ENTERPRISE,677
CUST0000151,Ronald,Nelson,1963-04-19,vVd-98-9319,pamela16@example.com,9055281832538,793 Luke Grove,Ramirezland,EAST,49366,PLN004,2021-10-26,ACTIVE,ENTERPRISE,638
CUST0000152,Alisha,Martinez,1964-02-19,ZRS-88-4795,lopeznicole@example.org,6241124127238,6827 Fisher Street,West Jaimetown,WEST,30952,PLN003,2024-02-01,ACTIVE,CONSUMER,557
CUST0000153,Matthew,Lane,1997-06-08,DtK-57-9887,rachelparker@example.com,7540254729284,22310 Andrews Mill,Mikeborough,NORTH,74227,PLN002,2024-04-02,CHURNED,CONSUMER,623
CUST0000154,Tiffany,Hernandez,1988-09-29,bzF-78-2841,staciereilly@example.org,8854749297517,81406 Sean Course,Brianborough,SOUTH,76972,PLN001,2024-12-25,ACTIVE,CONSUMER,795
CUST0000155,Katie,Gonzalez,1976-06-16,mFu-18-7186,kerrmichael@example.org,5650455478137,4266 Mary Rapid Apt. 234,Mcneilhaven,EAST,44464,PLN003,2025-07-24,ACTIVE,CONSUMER,603
CUST0000156,Katelyn,Davis,1945-02-26,TKW-64-6287,jamescollier@example.com,0494787300244,46273 David Harbor Suite 195,Cunninghamview,EAST,82813,PLN002,2026-06-16,ACTIVE,CONSUMER,314
CUST0000157,Loretta,Brooks,1987-04-21,juD-90-4290,michaelbrown@example.com,5044818321928,4451 Morrow Bridge Apt. 845,Jenkinsburgh,SOUTH,13925,PLN006,2026-07-11,ACTIVE,CONSUMER,355
CUST0000158,Marie,Pope,1955-06-23,ADe-89-8881,fuentessandra@example.com,4527985240132,342 David Common,Vazquezville,EAST,10689,PLN005,2024-03-04,CHURNED,CONSUMER,802
CUST0000159,Ryan,Gonzalez,1941-12-09,qce-08-9071,elizabeth11@example.net,9325012495528,911 Allison Stravenue,West George,NORTH,99331,PLN001,2024-01-29,SUSPENDED,CONSUMER,780
CUST0000160,Corey,Lewis,1977-03-08,Rgl-87-5927,tina63@example.net,6151718275480,7164 Burke Inlet,Perezchester,WEST,38589,PLN004,2026-07-10,ACTIVE,CONSUMER,352
CUST0000161,Melissa,Jacobson,2007-08-21,zCH-75-2071,wilsonralph@example.net,2153539613674,657 Archer Pass Suite 271,West Tracybury,WEST,82862,PLN003,2023-10-18,ACTIVE,CONSUMER,710
CUST0000162,Joan,Greer,2004-09-28,jtN-70-2695,wolfdonna@example.net,7347784858800,67567 Johnson Fall Suite 276,West Jennifer,NORTH,64392,PLN004,2021-10-21,SUSPENDED,CONSUMER,455
CUST0000163,Tracy,Spencer,1992-08-11,Gdz-89-7782,troy69@example.net,4500902559056,5565 Donna Gateway,Lake Larry,EAST,11634,PLN002,2024-07-01,ACTIVE,CONSUMER,421
CUST0000164,Kevin,Morgan,2002-07-26,KGA-08-5076,andrew79@example.org,6965917135785,456 Tyler Vista,Port Melissaborough,WEST,38165,PLN005,2021-12-25,SUSPENDED,ENTERPRISE,531
CUST0000165,Ashley,Ballard,1958-09-09,reK-91-9195,wsimmons@example.org,8468536649878,82973 Adams Route,Michaelton,WEST,68955,PLN005,2023-02-21,ACTIVE,SME,604
CUST0000166,John,Francis,1954-04-21,Ars-46-6513,jonathanburke@example.com,1230347786603,2044 Dawn Canyon,Caseyton,WEST,11501,PLN005,2023-12-20,ACTIVE,ENTERPRISE,361
CUST0000167,Bryce,Friedman,1962-01-02,KVG-51-6231,boydmaria@example.net,7139155963632,34764 Tracy Landing,West Amyfort,NORTH,89988,PLN005,2023-02-23,ACTIVE,CONSUMER,570
CUST0000168,Kristen,Thomas,1957-05-30,VQZ-75-4090,vazquezkristina@example.org,8645183760644,43275 Mccormick Harbor,Port Kimberlyfort,NORTH,62247,PLN006,2023-01-17,ACTIVE,CONSUMER,477
CUST0000169,Marvin,Henderson,1990-10-09,AMU-12-4815,shawn00@example.net,7206345911238,657 Russo Dale,Glennshire,NORTH,43437,PLN005,2026-04-15,ACTIVE,CONSUMER,718
CUST0000170,Robert,White,1995-01-10,PNO-69-3008,rebeccamccann@example.org,2069694215291,867 Wilson Station,East Sophia,WEST,35392,PLN004,2022-08-25,ACTIVE,CONSUMER,537
CUST0000171,David,Gates,1960-03-29,AYj-93-4362,robertsjose@example.net,3597107256366,18005 Thomas Knoll Apt. 048,Turnerfurt,EAST,88484,PLN003,2024-02-16,CHURNED,SME,372
CUST0000172,Anita,Carpenter,1965-11-18,ifu-42-8757,hthomas@example.com,2745644948562,728 Brown Drive Apt. 320,Greenmouth,SOUTH,57704,PLN006,2026-06-30,ACTIVE,ENTERPRISE,502
CUST0000173,Troy,Alexander,1948-07-19,hwf-87-7712,mirandawhite@example.org,9939089261371,41659 Mary Drives Apt. 177,Fullerview,NORTH,78384,PLN004,2026-02-17,SUSPENDED,CONSUMER,452
CUST0000174,Bradley,Dean,1985-05-27,ZPs-75-9230,lauren18@example.net,1642361032664,47649 Michael Court,Williamfort,SOUTH,58886,PLN003,2023-04-21,ACTIVE,CONSUMER,469
CUST0000175,Anna,Henderson,2000-11-13,fcG-65-9266,teresa32@example.com,4761742243864,108 William Loop,South Donnashire,EAST,33712,PLN003,2024-01-14,ACTIVE,CONSUMER,779
CUST0000176,Kayla,Smith,1964-10-30,ATt-72-2601,brenda77@example.net,5232194168006,27769 Turner Via,Hannahfurt,EAST,40170,PLN006,2024-08-01,CHURNED,SME,578
CUST0000177,James,Cabrera,1946-08-14,BOY-30-3723,christophercarrillo@example.org,6012277707933,605 Curtis Vista Suite 679,Benjaminfurt,WEST,64215,PLN005,2022-05-01,ACTIVE,CONSUMER,340
CUST0000178,Savannah,Stein,1975-07-27,KuJ-73-0806,adamsdeborah@example.com,7957602437573,597 Nicole Stream,Moyerstad,EAST,62409,PLN004,2025-04-12,SUSPENDED,CONSUMER,326
CUST0000179,Christy,Campbell,1995-01-16,MFg-17-2232,fhahn@example.com,3800545228015,93183 Scott Junctions Suite 084,Port Hannah,SOUTH,68053,PLN001,2025-11-17,CHURNED,ENTERPRISE,321
CUST0000180,Brent,Shah,1981-10-01,JcG-71-1991,jacksondavid@example.org,2478712552137,37548 Christopher Landing Suite 532,Cobbberg,EAST,56707,PLN006,2022-03-06,SUSPENDED,CONSUMER,479
CUST0000181,Stephen,Phelps,1968-10-08,efv-50-7208,richard26@example.org,0290846684550,926 Schneider Plains Suite 563,Christopherside,WEST,44343,PLN004,2023-09-14,ACTIVE,CONSUMER,746
CUST0000182,Nichole,Meyer,1967-03-07,tHv-84-3188,andrewzamora@example.net,3468105485101,9075 Linda Prairie Apt. 544,Lake Nicholas,WEST,97168,PLN006,2025-04-01,ACTIVE,SME,656
CUST0000183,Brandi,Carson,1957-07-01,ffd-57-1266,ebeasley@example.org,1586988649767,622 Todd Mount Apt. 881,South Thomas,EAST,98345,PLN004,2023-04-18,ACTIVE,CONSUMER,464
CUST0000184,Sandra,Wilson,1951-04-29,cHj-61-1594,watsonvickie@example.com,7022960443270,510 Olson Inlet,Mcculloughfurt,WEST,62790,PLN003,2024-06-13,CHURNED,SME,595
CUST0000185,Dean,Taylor,1997-05-27,ZNQ-77-7251,zhughes@example.com,7412094818139,837 David Place,North Joshua,WEST,27476,PLN006,2025-10-28,SUSPENDED,CONSUMER,765
CUST0000186,Pam,Wallace,1957-05-04,Fbv-89-5690,bwhite@example.net,6411182422412,2095 Anthony Centers Suite 615,South Patricia,EAST,34308,PLN001,2025-03-08,ACTIVE,CONSUMER,418
CUST0000187,David,Harris,1966-03-12,yhr-99-3788,floresangela@example.org,0630489138249,1832 Fernandez Extension Apt. 868,Williamsmouth,NORTH,81861,PLN004,2025-10-17,CHURNED,ENTERPRISE,773
CUST0000188,Aaron,Mahoney,1960-04-30,OnL-74-9465,brandon89@example.org,1612846398554,3553 Haley Isle Apt. 209,Smithtown,NORTH,88673,PLN004,2026-07-08,ACTIVE,ENTERPRISE,670
CUST0000189,Heather,Burns,1952-06-17,QCR-68-1180,gomezlisa@example.net,6201753703045,94337 Johnson Park,North James,WEST,84182,PLN005,2024-06-07,CHURNED,SME,352
CUST0000190,Ashley,Snyder,1967-08-05,eLi-83-9992,andersonsarah@example.org,3089487060566,87758 Nicole Fork Apt. 468,Stewartfurt,EAST,26008,PLN002,2026-01-02,SUSPENDED,CONSUMER,594
CUST0000191,Lindsey,Mooney,1963-06-03,vte-36-1332,johnsonryan@example.org,4317350583199,79110 Nicholas Vista Apt. 207,West Cherylchester,WEST,09124,PLN004,2026-01-21,ACTIVE,CONSUMER,545
CUST0000192,Brett,Horn,1947-08-02,YQN-61-9639,chavezsteven@example.com,5078593110919,284 Fisher Stream,Lopezberg,SOUTH,06277,PLN006,2021-12-07,ACTIVE,ENTERPRISE,314
CUST0000193,Ryan,Moyer,1944-10-09,EtM-54-9822,kelly08@example.net,0388065333153,795 Jensen Manor Suite 217,South Jeffreytown,WEST,84225,PLN005,2023-03-20,ACTIVE,CONSUMER,416
CUST0000194,Claire,Allen,1955-10-29,xae-56-3620,anthony12@example.com,3950033423425,30241 Marie Dam,Penaville,NORTH,44853,PLN004,2022-10-22,CHURNED,CONSUMER,810
CUST0000195,John,Pacheco,2004-04-25,jiY-28-9611,jamesgray@example.com,9630993842530,89731 Gibbs Ridges Apt. 286,Victormouth,EAST,23962,PLN006,2023-03-08,SUSPENDED,CONSUMER,725
CUST0000196,Heather,Baldwin,1962-07-18,Pcn-77-4969,patriciahayes@example.org,3466925481214,539 Steven Road Suite 677,Ortizfort,WEST,42053,PLN004,2023-07-11,ACTIVE,SME,448
CUST0000197,Scott,Baker,1959-03-23,IPf-15-1488,sara11@example.org,0835354443928,44566 Thomas Passage Apt. 633,South Jesus,SOUTH,77440,PLN004,2021-10-12,SUSPENDED,ENTERPRISE,439
CUST0000198,Jennifer,Murray,1994-02-08,CCJ-15-3663,brooksbarbara@example.org,0755366684590,25999 Baird Ford,Brownfurt,EAST,25186,PLN001,2025-06-11,ACTIVE,CONSUMER,819
CUST0000199,Suzanne,Fowler,1972-12-11,cSM-41-2182,mjohnson@example.org,4334817058025,2128 Mendoza Cliff Suite 323,Ryanfort,NORTH,21312,PLN003,2023-04-20,ACTIVE,CONSUMER,801
CUST0000200,Briana,Shaw,1981-09-17,ezM-74-3027,aliciakent@example.com,7901475469263,676 Holly Court,Haleton,WEST,31918,PLN002,2026-05-08,SUSPENDED,SME,653
CUST0000201,Nicole,Medina,2000-11-16,xeW-13-7681,gordonkimberly@example.com,2438070176563,04125 Washington Cliff Apt. 837,South Lori,WEST,21651,PLN003,2022-06-12,ACTIVE,CONSUMER,493
CUST0000202,Craig,Phillips,1952-04-04,jCw-86-2104,jayjohnson@example.net,7081647090063,3310 Johnson Bridge,Loriland,SOUTH,29411,PLN006,2021-09-29,SUSPENDED,SME,539
CUST0000203,Mary,Beck,2005-11-08,uJO-20-6815,colleenvilla@example.com,1331552065063,14950 Nicole Loop Suite 971,West Susan,NORTH,79126,PLN004,2022-02-20,ACTIVE,SME,690
CUST0000204,Paul,Middleton,1962-09-18,vbM-25-2571,oreyes@example.net,8903091436391,57432 Harris Camp,Lake Carly,SOUTH,58661,PLN004,2024-10-22,ACTIVE,CONSUMER,429
CUST0000205,Joshua,Schneider,1990-12-05,Uvv-08-6403,jamiebrown@example.net,3968527017130,21298 Joel Common,Hardyport,EAST,22017,PLN005,2023-04-20,ACTIVE,SME,402
CUST0000206,Gregory,Wright,1989-09-25,fxz-49-7347,cjackson@example.com,2706614982824,4746 Jones Dale Suite 323,North Michellestad,WEST,64916,PLN005,2022-11-18,ACTIVE,CONSUMER,719
CUST0000207,Ralph,Harmon,1968-03-02,chy-67-4916,jamesgraham@example.com,8750663370502,724 Carrie Shore Apt. 011,Sandersshire,SOUTH,11032,PLN006,2023-09-26,ACTIVE,SME,571
CUST0000208,Rodney,Gallegos,1975-12-02,tUA-44-8869,rodriguezashley@example.com,4364027011686,622 Lopez Dale Apt. 728,South Ashleyborough,WEST,24832,PLN003,2022-08-07,CHURNED,CONSUMER,636
CUST0000209,Lisa,Lee,1954-04-28,sfy-67-9121,hillmatthew@example.net,7710040901380,847 Sherman Rapids Suite 555,Lisastad,WEST,87674,PLN006,2025-05-28,ACTIVE,SME,336
CUST0000210,Theresa,Marks,1967-10-03,MhH-10-7620,stephanie35@example.com,8630505057397,915 Crosby Mountains Apt. 649,Lake Douglas,NORTH,68665,PLN005,2024-09-16,ACTIVE,CONSUMER,532
CUST0000211,Jennifer,Johnson,2000-03-30,ChE-71-4872,johnjackson@example.net,1602564347128,53991 Bennett Stravenue Suite 863,West Darrell,NORTH,11993,PLN006,2025-07-31,ACTIVE,CONSUMER,402
CUST0000212,Brittany,Lopez,1948-03-26,KVa-19-5256,bryan83@example.com,5528993160875,3772 Thomas Shores,New Lukehaven,SOUTH,90757,PLN004,2023-05-11,CHURNED,CONSUMER,329
CUST0000213,Jasmine,Mendoza,1949-01-20,jTn-37-4605,isabellawilliams@example.org,6420865675661,3861 Marcus Turnpike Apt. 472,South Heather,EAST,38653,PLN001,2026-08-22,ACTIVE,CONSUMER,667
CUST0000214,Linda,Gonzalez,2001-09-02,BRk-05-9126,davisterri@example.org,1859626301367,926 Kimberly Way Suite 475,North Darrylville,WEST,64623,PLN003,2022-09-15,ACTIVE,CONSUMER,843
CUST0000215,Jeffrey,Matthews,1984-04-10,yEP-97-4192,ievans@example.org,1826068887189,12920 Mcbride Crossing,East Baileyburgh,SOUTH,12011,PLN004,2026-03-13,ACTIVE,CONSUMER,380
CUST0000216,Austin,Whitney,1978-11-28,Qap-84-5826,brandon84@example.net,2975859883103,24329 Brittany Harbors,Lake Cindy,WEST,10247,PLN005,2025-11-29,SUSPENDED,CONSUMER,809
CUST0000217,Debra,Martin,1978-01-18,neO-71-4628,wanda35@example.net,6256609314181,51554 Misty Fork Suite 016,South Stephanie,SOUTH,16688,PLN005,2022-12-16,ACTIVE,SME,560
CUST0000218,Kristopher,Nicholson,1952-08-10,JrM-71-8594,mosleygeorge@example.com,5889679240822,9405 Erika Manor,Whitestad,EAST,61929,PLN004,2025-04-18,CHURNED,CONSUMER,776
CUST0000219,Ronald,David,1974-10-23,fOf-34-1465,blairshirley@example.org,1487068277881,93068 Sanchez Streets Apt. 972,East Charles,SOUTH,17975,PLN003,2023-01-13,ACTIVE,SME,653
CUST0000220,Roberto,Gray,1975-08-04,stE-51-5381,joseph09@example.com,4807970509754,05265 Craig Overpass Apt. 188,South David,EAST,64387,PLN005,2026-06-02,CHURNED,SME,556
CUST0000221,John,Ruiz,1941-02-16,Zrg-54-5628,cdouglas@example.org,5605313402665,37416 Pierce Union,West Karen,EAST,52913,PLN004,2025-07-03,ACTIVE,SME,794
CUST0000222,Megan,Price,1974-10-14,GaX-11-0225,brettgallegos@example.com,6744716392823,43637 Jacqueline Parkway Apt. 392,North David,SOUTH,05529,PLN001,2026-04-10,ACTIVE,ENTERPRISE,667
CUST0000223,Dustin,Smith,1959-04-13,tSO-31-0668,jeffreysimmons@example.org,0414545635020,53474 Ryan Glen,Coxport,EAST,15119,PLN005,2022-08-13,CHURNED,CONSUMER,322
CUST0000224,Andrea,Atkins,1947-04-01,xpP-55-5989,jason61@example.org,9109337118954,82023 Pierce Glen Suite 571,Joneschester,WEST,69151,PLN006,2021-09-21,ACTIVE,CONSUMER,350
CUST0000225,Andrew,Greene,2003-12-28,VzF-24-0903,martinkaren@example.com,6943202939087,3448 George Cape Apt. 402,Saraview,WEST,07253,PLN005,2024-03-05,ACTIVE,CONSUMER,660
CUST0000226,Madeline,Nichols,1984-05-05,TJq-05-9551,rickycarr@example.com,0534240891649,3543 Moore Fort,Richardsonfort,SOUTH,12781,PLN002,2022-11-25,SUSPENDED,CONSUMER,440
CUST0000227,Lisa,Thompson,1974-05-21,klz-97-2404,chadjones@example.org,6182091660100,14290 Susan Coves,Melissaland,NORTH,27019,PLN006,2023-12-14,CHURNED,CONSUMER,616
CUST0000228,Patricia,Ochoa,1950-02-16,ISr-45-7230,smithbradley@example.net,1862030366254,617 Vicki Fork,West Michaelmouth,NORTH,16013,PLN004,2025-06-15,SUSPENDED,CONSUMER,434
CUST0000229,Christopher,Williams,1965-03-04,lRB-22-6859,patriciamcdaniel@example.net,5147541022526,711 Moyer Harbors Apt. 152,Port Paul,EAST,42354,PLN001,2026-04-12,ACTIVE,SME,479
CUST0000230,Teresa,Guzman,1974-04-07,FII-52-3668,opatel@example.com,9689313503058,10552 Stevens Village Suite 333,Lake Devinberg,SOUTH,49975,PLN002,2024-01-23,SUSPENDED,CONSUMER,843
CUST0000231,Roger,Brown,1990-07-05,bjx-19-1792,christianjones@example.net,2272847657041,09282 Randy Manors,Spencerview,EAST,75482,PLN005,2025-02-19,ACTIVE,CONSUMER,793
CUST0000232,Rodney,Moore,1974-10-15,Ndo-18-6236,vwhite@example.net,7756620563411,9503 Martin Coves,East Carlaport,EAST,25108,PLN003,2025-03-15,ACTIVE,SME,377
CUST0000233,Antonio,Adams,1978-03-05,duf-99-0970,alan54@example.com,5652156818209,9042 Faith Common Apt. 332,New Zachary,SOUTH,96015,PLN002,2024-11-05,CHURNED,SME,674
CUST0000234,Kayla,West,1982-01-20,cTX-25-4596,nallen@example.net,2971024817175,2149 Gomez Cliffs,Lake Kelsey,WEST,34310,PLN001,2024-04-09,ACTIVE,CONSUMER,849
CUST0000235,Kathryn,Ramos,2007-09-19,szA-21-9705,scotthunt@example.net,5168740903802,6296 Jeffrey Well,Caldwellstad,WEST,61564,PLN001,2026-07-19,ACTIVE,CONSUMER,690
CUST0000236,Loretta,Rodriguez,1972-07-07,veu-21-6636,wendy73@example.net,1470827235909,56730 Miranda Trace Suite 442,East Chadfurt,EAST,11210,PLN006,2024-05-01,ACTIVE,CONSUMER,782
CUST0000237,Monica,Warren,1960-12-11,Wtk-42-0165,michaelbarnes@example.com,6596089319925,27275 Laura Spring Suite 480,Hardingberg,EAST,83639,PLN001,2025-03-20,SUSPENDED,CONSUMER,364
CUST0000238,Connor,Robinson,1971-03-19,nwn-36-8296,teresaray@example.org,5044817766558,512 Patterson Fall Apt. 866,Meganchester,WEST,83614,PLN006,2026-07-03,CHURNED,CONSUMER,718
CUST0000239,Sara,Vincent,1959-12-03,gFV-11-1096,schultzwesley@example.org,6337861371576,53844 Parker Underpass Suite 306,North Anthonystad,SOUTH,68522,PLN001,2024-10-03,ACTIVE,CONSUMER,611
CUST0000240,Matthew,Haley,1996-06-03,Pzd-63-8639,oanderson@example.com,6582631281964,3110 Smith Trail,North Christine,NORTH,71761,PLN004,2024-08-27,ACTIVE,CONSUMER,850
CUST0000241,Patrick,Newton,2003-04-05,tmI-27-5233,jessicaroman@example.com,0412091179112,2117 Durham Fords Suite 170,Jonesland,WEST,28064,PLN002,2022-01-18,ACTIVE,CONSUMER,729
CUST0000242,Lee,Odonnell,1987-05-26,OMc-22-4029,daughertyvictoria@example.com,2841390808823,30523 Jessica Crossroad Suite 473,West Jeanport,SOUTH,61717,PLN005,2023-07-14,ACTIVE,CONSUMER,801
CUST0000243,William,Ross,1991-05-02,gLY-34-2346,gabriel37@example.com,6945919663955,2084 Carter Views,Raymondville,WEST,24081,PLN005,2024-02-19,ACTIVE,CONSUMER,679
CUST0000244,Jacob,Sanchez,1995-09-04,auS-35-5251,lovejason@example.net,3816493831849,665 Gonzalez Causeway,Jimenezview,WEST,55713,PLN002,2023-10-21,ACTIVE,CONSUMER,671
CUST0000245,Carolyn,Garza,1948-10-08,aDs-39-0409,meaganpowell@example.net,5017164455618,9064 Snyder Row Apt. 591,East Brandontown,EAST,18685,PLN001,2023-12-02,SUSPENDED,CONSUMER,362
CUST0000246,Grace,Graham,1947-10-23,Sdq-21-3580,rodriguezstacey@example.org,5964229712529,718 Becky Shore Suite 457,North Joseph,EAST,39329,PLN004,2023-04-09,ACTIVE,CONSUMER,765
CUST0000247,Mary,Sanchez,1989-01-12,aQn-31-1703,mcardenas@example.com,5398854728123,7983 Lopez Harbors Suite 249,East Stevenville,SOUTH,98153,PLN001,2023-06-03,CHURNED,ENTERPRISE,321
CUST0000248,Steven,Adams,1948-02-26,Jfw-78-7541,zlewis@example.net,8507451066343,94897 Rodriguez Causeway Apt. 131,North Barbarabury,EAST,09131,PLN001,2021-09-27,ACTIVE,CONSUMER,510
CUST0000249,Nicole,Lyons,1976-11-04,Fnk-66-6134,michaelroberts@example.net,0128974325122,2076 Smith Greens Apt. 209,Tarashire,SOUTH,00632,PLN001,2023-01-12,SUSPENDED,CONSUMER,538
CUST0000250,Daniel,Fuentes,1973-11-12,WjX-94-3882,garcialinda@example.com,7584745705458,48026 Donna Divide Suite 703,Howardland,SOUTH,25908,PLN003,2022-11-22,SUSPENDED,CONSUMER,583
CUST0000251,Daniel,Hill,2003-04-07,vzL-87-8245,rlandry@example.com,0985916795410,272 Hanson Shores Apt. 474,Port Kennethmouth,SOUTH,05868,PLN002,2023-07-18,SUSPENDED,CONSUMER,478
CUST0000252,David,Freeman,1955-06-09,iws-06-5004,stephaniereeves@example.org,6914307536661,9429 Shelton Islands Apt. 342,Spencerport,NORTH,40477,PLN001,2025-10-13,ACTIVE,CONSUMER,666
CUST0000253,Courtney,Gardner,1946-06-24,SuG-66-1287,taylor67@example.com,7080612943985,894 Karina Lock,South Elizabeth,EAST,61162,PLN002,2024-06-27,ACTIVE,CONSUMER,571
CUST0000254,Steve,Brown,1995-07-27,sKE-04-1591,michelle19@example.net,3828723244079,10291 John Cove,Johnsonhaven,SOUTH,58672,PLN001,2026-01-11,CHURNED,SME,838
CUST0000255,Kevin,Webb,1967-03-25,QNh-23-8497,bthomas@example.org,3288377441975,6176 Hernandez Haven Suite 196,New Kevinmouth,NORTH,06088,PLN001,2026-04-14,ACTIVE,SME,670
CUST0000256,Donald,Khan,2002-05-30,Gnw-74-0258,lpalmer@example.net,5957244617679,884 Heidi Radial,Breannafurt,NORTH,09357,PLN005,2023-06-06,ACTIVE,ENTERPRISE,526
CUST0000257,Erik,Davis,1943-09-18,glU-17-7533,acampos@example.org,9410175902517,98334 Kim Heights Apt. 326,North Brandi,NORTH,82960,PLN005,2025-11-30,CHURNED,ENTERPRISE,608
CUST0000258,Arthur,Taylor,2005-12-05,vlR-05-6981,nlee@example.net,8559821766191,411 Hall Rapid,Andrewport,NORTH,33450,PLN004,2022-02-19,ACTIVE,SME,711
CUST0000259,Monique,Moore,1967-03-18,NGt-41-8938,imontgomery@example.net,9740056435023,037 Linda Port Apt. 516,New Timothyberg,NORTH,35957,PLN004,2023-06-12,ACTIVE,SME,375
CUST0000260,Tyler,Perez,1989-11-05,dbX-56-7430,amandadalton@example.net,8706626682171,3560 Jesse Radial Apt. 368,Port Alexisbury,EAST,07956,PLN001,2022-03-06,SUSPENDED,CONSUMER,367
CUST0000261,Henry,Williams,1945-11-13,zEQ-59-3429,douglascharles@example.net,7537458438458,56974 James Dam,West Judy,EAST,28126,PLN002,2022-04-16,SUSPENDED,ENTERPRISE,632
CUST0000262,Kristin,Johnson,1949-01-02,crr-37-7107,fevans@example.org,9670667033626,408 Pineda Rest,Sandraview,EAST,99239,PLN004,2025-04-12,ACTIVE,ENTERPRISE,740
CUST0000263,Matthew,Calderon,1980-11-04,URs-66-0186,ucoleman@example.net,2673204413845,94544 David Port Suite 427,Smithtown,NORTH,61638,PLN001,2025-06-10,CHURNED,ENTERPRISE,520
CUST0000264,Dana,Hawkins,1943-03-06,Jue-60-9149,xwhite@example.com,7232290310287,83044 Erika Walks Suite 809,West Daniel,WEST,66946,PLN004,2023-06-14,ACTIVE,SME,647
CUST0000265,Joel,Nguyen,1970-11-02,buM-56-1642,matthew65@example.com,9025042901935,69026 Stephanie Fork Suite 818,New Thomashaven,WEST,68702,PLN004,2024-03-18,ACTIVE,CONSUMER,620
CUST0000266,Mary,Carter,1970-08-25,uVh-35-3537,seanrosario@example.com,1588157937639,369 Catherine Underpass,Matthewville,EAST,11184,PLN004,2023-01-01,CHURNED,CONSUMER,683
CUST0000267,Eddie,Snyder,1968-06-08,AqW-32-7021,inewton@example.org,0212886652683,55999 Virginia Cape Apt. 576,Yangchester,WEST,38418,PLN002,2024-03-07,ACTIVE,CONSUMER,387
CUST0000268,Jessica,Cummings,1992-03-07,LxR-98-1209,cgray@example.org,1347509889864,5220 Russell Harbors Suite 154,North Keith,WEST,64285,PLN001,2025-02-26,ACTIVE,CONSUMER,433
